1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	73
1	J	73
1	R	74
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	107
4	W	107
5	R	107
4	J	109
5	E	109
4	R	109
4	W	115
0	R	115
0	W	115
4	J	568
4	R	568
4	W	568
0	R	568
4	J	639
4	R	639
4	W	639
0	R	639
4	J	728
4	R	728
4	W	728
0	R	728
4	J	779
4	R	779
4	W	779
0	R	779
4	J	857
4	R	857
4	W	857
0	R	857
4	J	937
4	R	937
4	W	937
0	R	937
4	J	991
4	R	991
4	W	991
0	R	991
4	J	1061
4	R	1061
4	W	1061
0	R	1061
4	J	1206
4	R	1206
4	W	1206
0	R	1206
4	J	1280
4	R	1280
4	W	1280
0	R	1280
4	J	1309
4	R	1309
4	W	1309
0	R	1309
4	J	1365
4	R	1366
4	W	1366
0	R	1366
4	J	1411
4	R	1412
4	W	1412
0	R	1412
4	J	1463
4	R	1463
4	W	1463
0	R	1463
4	J	1832
4	R	1832
4	W	1832
0	R	1832
4	J	1891
4	R	1891
4	W	1891
0	R	1891
4	J	1974
4	R	1974
4	W	1974
0	R	1974
4	J	2040
4	R	2040
4	W	2040
0	R	2040
4	J	2100
4	R	2100
4	W	2100
0	R	2100
4	J	2147
4	R	2147
4	W	2147
0	R	2147
4	J	2267
4	R	2268
4	W	2268
0	R	2268
4	J	2296
4	R	2296
4	W	2296
0	R	2296
4	J	2343
4	R	2344
4	W	2344
0	R	2344
4	J	2423
4	R	2423
4	W	2423
0	R	2423
4	J	2746
4	R	2746
4	W	2746
0	R	2746
4	J	2822
4	R	2822
4	W	2822
0	R	2822
4	J	2926
4	R	2927
4	W	2927
0	R	2927
4	J	2981
4	R	2981
4	W	2981
0	R	2981
4	J	3003
4	R	3003
4	W	3003
0	R	3003
4	J	3058
4	R	3058
4	W	3058
0	R	3058
3	J	3067
3	R	3067
3	W	3067
0	R	3067
4	J	3112
4	R	3112
4	W	3112
0	R	3112
4	J	3178
4	R	3178
4	W	3178
0	R	3178
4	J	3392
4	R	3392
4	W	3393
0	R	3393
4	J	3454
4	R	3454
4	W	3454
0	R	3454
4	J	3602
4	R	3602
4	W	3602
0	R	3602
4	J	3663
4	R	3663
4	W	3663
0	R	3663
4	J	3693
4	R	3693
4	W	3693
0	R	3693
4	J	3758
4	R	3758
4	W	3758
0	R	3758
4	J	3793
4	R	3793
4	W	3793
0	R	3793
4	J	3849
4	R	3849
4	W	3849
0	R	3849
4	J	4227
4	R	4227
4	W	4227
0	R	4227
4	J	4293
4	R	4293
4	W	4293
0	R	4293
4	J	4336
4	R	4336
6	N	4338
6	J	4338
4	W	4339
6	R	4339
7	N	4343
7	J	4344
6	W	4344
7	R	4344
7	E	4395
6	J	4395
6	R	4395
8	N	4396
8	J	4397
6	W	4397
8	R	4397
8	E	4500
6	J	4500
6	R	4500
9	N	4500
9	J	4501
6	W	4501
9	R	4501
9	E	4529
6	J	4529
6	R	4529
10	N	4531
10	J	4531
6	W	4532
10	R	4532
10	E	4611
6	J	4611
6	R	4611
6	E	4614
4	J	4614
4	R	4614
11	N	4614
11	J	4615
4	W	4615
11	R	4615
4	J	4617
11	E	4618
4	R	4618
4	W	4618
0	R	4618
4	J	4991
4	R	4991
4	W	4991
0	R	4991
4	J	5062
4	R	5062
4	W	5062
0	R	5062
4	J	5073
4	R	5073
4	W	5073
0	R	5073
4	J	5135
4	R	5135
4	W	5135
0	R	5135
4	J	5177
4	R	5177
4	W	5182
0	R	5182
4	J	5250
4	R	5250
4	W	5250
0	R	5250
4	J	5389
4	R	5389
12	N	5391
12	J	5392
4	W	5392
12	R	5392
12	E	5393
4	J	5393
